Id,Category,Text
2264,0,"yo soy una buena persona SIN MAMAR ok? así que yo no se porqué pitos me pasan cosas tan de la verga
"
2265,0,"A esos HDP no les deseo la muerte; esto tienen que pagarlo en vida. #NiUnaMás #NoMásFeminicidios #JusticiaParaVictoria #JusticiaParaTodas
"
2266,0,"Hombres, primero APRENDAN a coger y hacerlas terminar y luego están de ardidos diciéndoles ""Putas"" por que los mandaron a la chingada.
"
2267,0,"Jajaja, mi cabeza loca nada más. ¡Ya veme reservando ese bonito lugar que va a superar a Kinky! ¡Ya te quiero ver!
"
2268,1,"Alicia Fox está loca pinche vieja como ataco a mi mujer Sasha en el backstage
"
2269,0,"No me putas carga nada y me hace enojar mucho. 8)))) 
"
2270,0,"Maigos de verdad, yo sé que la soledad es cabrona, pero no mamen con estar con alguien que no quieren por no sentirse solos.
"
2271,0,"Obvio lo logró, pero al parecer me asusto confrontativamente. Recibió mi mirada loca y varios 'carajo ¿qué?'... terminando con un 'pendejo'.
"
2272,0,"@USUARIO Siempre les digo a las jóvenes que trabajen para evitar que las mantenga un mazacote que les cuente el dinero. Tontas.
"
2273,0,"El perro que se haya robado mi celular se quedó con todos mis putos packs alv.
"
2274,0,"Pásenle a Cartoon Network, ya está a punto de empezar Dragón Ball Super con el estreno de la saga de Trunks del futuro. QUE PUTOS NERVIOS 😱
"
2275,1,"HIJOS DE LA CHINGADA PARA SUS PUTOS FESTIVALES RUIDOSOS E ILEGALES SI TIENEN MADRE NO?A LA CARCEL ZULEYMA Y MONRATA
"
2276,1,"¿En qué momento dejamos de frecuentar los baños para drogarnos y lo cambiamos por las selfies? Pinche generación de la verga.
"
2277,1,"La clave para conquistar a una mujer es hacerla reír, porque cuando ríe el cerebro deja de recibir oxígeno y es más fácil hacerla pendeja. 😌
"
2278,0,"Hasta ahorita me enteré que volvió a empatar argentina, vale verga que decepción
"
2279,0,"Se ven bien ardidas esas que ponen indirectas para sus ex quedantes... Wey ya fue
"
2280,1,"Ponete a correr gorda, está bien que las puertas del gimnasio de abren pero va a llegar el momento en que no vas a pasar el mejor profff😧😥
"
2281,1,"Messi y Cristiano se quedarían pendejos al ver cómo juegas tu con mis sentimientos, hija de tu puta madre.
"
2282,0,"Vuélvete mala mujer, porque siendo buena te toman de pendeja.
"
2283,1,"de verdad que chinguen a su madre todos hoy me cae
"
2284,1,"@USUARIO Pinche vieja ardida, no sabe ni bailar 😂 obvio la tenían que sacar
"
2285,1,"gracias por tus huevos que le pones a @USUARIO @USUARIO tan marica
"
2286,0,"Este tipo de verga me encanta gueritas para sacarles la leche
"
2287,0,"Un día más de soñar que conozco a @USUARIO y despertar y darme cuenta que pues ni madres, sólo era otro sueño.
"
2288,0,"Marica ¿Como que Sophie Turner se va a casar con Joe Jonas? ¿¡QUIEN HACE ESO?!
"
2289,1,"Los like, de los putos esos de tus amiguitos. #CosasQueMeMolestan
"
2290,0,"¿Fue Milton quien acoso y pidió besos a la gorda esa en el Uber?
"
2291,1,"Ahora si no? Ahora resulta que ya todos son fans de Bad Bunny, hijos de la verga!!!!.
"
2292,1,"@USUARIO Nel, alv me vale berga prro, jalate jijue tu puta berga, me vale berga prro. 😂😂😂
"
2293,0,"y al rato que la manden a la fregada ya se siente mal y llora y sufre, a estas alturas ya debe sab…
"
2294,0,"PD: viene en plan cariñoso con la tipa así que si creen que estoy loca, no es así
"
2295,1,"Saludos a la gorda y a tu mamá. 😂😂😂
"
2296,0,"Marica le escribí a todo el mundo y nadie tiene ese libro 😖👎
"
2297,1,"Solo las gordas y feas critican a #Lucero ah bueno, y también los jotitos!
"
2298,0,"El problema de los Pro-Vida que buscan, quieren y pelean castigar el aborto sólo quieren qe los niños vivan; les vale madre si viven bien
"
2299,1,"Qué fácil es pedir un hombre guapo, mamado, adinerado y pitudo cuando estás toda, culera y de la verga, pinches morras pendejas.
"
2300,1,"Este wey esta marihuano! A quien putas madres le va a doler que cruz azul le a pumas. Chingas a tu puta madre por pendejo.
"
2301,1,"Solo te diré una cosa me das asco pinche joto !!! 😜
"
2302,0,"Estoy casi segura de que, en este momento, Rihanna y yo somos la misma talla, pero pues obvio ella espectacular y yo forever gorda.
"
2303,0," ""los huevos no son al gusto"" la frase que más putas he escuchado estos últimos meses y que recordaré por otro buen rato
"
2304,0,"A este putito si no le hago un hijo le hago un queso 🍆💦💦😈
"
2305,0,"Amigos, la he cagado muchas veces y lo sigo haciendo, pero también trato de mejorar y espero que algún día lo que hago bien sea más.
"
2306,0,"@USUARIO @USUARIO @USUARIO A palabras necias y tontas oídos sordos,Ignoralos erika
"
2307,0,"Estaba loca, Maldita sea, estaba loca, Tenía en su cabeza una locura hermosa. ¿Como no iba a perder la puta razón por ella?
"
2308,0,"Como cuando tomas tu turno para partirle su madre al mundo.
"
2309,0,"ME CANCELARON MI CLASE DE 7 A 10 DE LA NOCHE, PUTAS CLASES CARAS Y SIN TENERLAS, PUEDO IR A TOMAR MÁS TEMPRANO. 
"
2310,0,"¿Que verga con el tráfico? Llevo casi una hora en el bus, y ya hasta me eche una pestañita. ☹
"
2311,0,"Si, no le compre funda loca para que no llame mucho la atención. Estoy consciente de los robos. 😔
"
2312,0,"When mi tío a por mi a la escuela de regreso a casa me deja agarrarle la verga 😻😻🔥👉🏾👈🏽🙊💦 es tan lindo #fetish #verga #hot <URL>
"
2313,0,"Ayer me desperte en la madrugada 5am super asustada porque tuve un sueño horrible del fin del mundo y otras cosas feas entcs abro los ojos
"
2314,0,"Hahahaha ! Se dicen ellas mismas de que tontas fueron! !que hubieran hecho esa oportunidad!
"
2315,0,"Y yo si me los pongo me parto la madre. 😂
"
2316,1,"Jajaja pues puros borregos callados que les están metiendo la verga así en seco y no dicen nada en contra de tc :v
"
2317,0,"@USUARIO día de señora luchona?
"
2318,0,"Esta es la calidad informativa de LaSexta en función de la ideas políticas de las víctimas. Pasen y lean... 
"
2319,0," @USUARIO Destruyen bien cabron!
"
2320,0,"Una #madre #cristiana fiel e inteligente puede transformar al mundo a través de la vida de su hijo a quien guía cada día con tanto amor. 💞
"
2321,0,"Mamá Imelda fue mi heroína desde que mandó a la chingada todo y se decidió a hacer zapatos. Joya. 💜 Y sí, se quedaron cortos.
"
2322,0,"Como cuando eres ejecutiva, deportiva, skato, emo, madre luchona y padre a la vez !!!! #chambing… <URL>
"
2323,0,"Esta historia esta más vergas que todo lo escrito por los ""jóvenes poetas"" del tuiter. Aprendan algo puta madre!
"
2324,0,"Pero no llevan pistolas?. Corren todos como putas ratas y cobardes que son. Solo en manada como los borregos
"
2325,1,"Mejor que te regalen una buena cogida para que no idolatres a tanto joto de la radio
"
2326,0,"@USUARIO Yo soy mama luchona eh!
"
2327,1,"Me valen pito sus series culeras, veanlas sin estar mamando que las ven.
"
2328,0,"Un cliente le está tomando fotos a mi gata, se la quiere robar o qué pedo?
"
2329,0,"#NecesitoUnAsteroide para chiflar como gohan #DragonBallZ 
"
2330,1,"¡QUE NO JOTO, QUE NO! 🙄 Si ya tenías mi follow, ¿pa' qué me das UF? NO TE VOY A VOLVER A SEGUIR. #ANSORYFORYU 🤷🏽‍♂️
"
2331,0,"Izquierdistas para que putas esbtan dividiendo a Guatemala... A caso están ciegos
"
2332,0,"Porque estoy tan gorda? 😢
"
2333,0,"Confírmen si me estoy convirtiendo en un tata -me dejé el cabello largo -empece a escuchar pearl Jam -valemos verga en la misma carrera
"
2334,0,"Cc le dices a tu mejor amigo que estás gorda 😂
"
2335,0,"Comrpobado, a las personas las buenas siempre les pasan cosas malas o muy feas que no se merecen.
"
2336,0,"ESTOY HASTA LA PUTA MADRE DE QUE TODAS LAS COSAS DE STAR WARS ESTÉN BIEN PUTAS CARAS
"
2337,0,"¡Eso es un secreto a voces! Solo las autoridades se hacen de la vista gorda…
"
2338,1,"El joto de @USUARIO me reportó y enseguida me blokeo!
"
2339,0,"Si mi verga fuera pluma y mis huevos tinteron con mi semen te escribiría un te quiero #DiaDelAlbanil 😂😂
"
2340,0,"Es fácil esquivar la lanza, mas no el puñal oculto.
"
2341,0,"Salvameeeeeeeee me quisieron volver loca pero no divertido
"
2342,0,"Y de atascado le seguí dando verga a este culo súper rico!!😋😋😋😋
"
2343,1,"¿Es mi imaginación o las niñas de Cerro están cada vez más feas?
"
2344,0,"Y me fue súper verga en mi trabajo, yeeeei los días buenos come back 😎
"
2345,0,"Ni madre ps si lo que quiere es descansar de nosotras 😂😂😂😂😅🤣🤣🤣😅😅
"
2346,0,"Que cachonda te ves! Me gustaria tocar esas ricas piernas y abrirlas para mamar esa panocha deliciosa…
"
2347,1," -Ya mejor sácate a la verga, Shinji. Pinche marica ALV, mano. ESA es una versión de Evangelion QUE sí me prendería mi anafrito =D
"
2348,0,"Las putas misiones del mundial parecen que juntaron a 4 pelabolas en un cuarto los sentaron por 3 minutos y salieron con lo mas pendejo
"
2349,0,"Échenle chingazos pra dar el 100 ya que este fin de semana nada más fueron a dar las nalgas
"
2350,0,"Puta pues soñé eso TODA LA NOCHE literal no descanse nada que poca madre
"
2351,0,"Muy luchando por los derechos con su lenguaje incluyente, pero a todos y todas les valemos verga los izquierdos. Gente con doble moral :'(
"
2352,1," @USUARIO Si eres pendejo de verdad, estás viendo mi ubicación y crees que soy de satélite, ahi está mi dirección putito, a ver si muchos huevos
"
2353,0,"como debe ser chingada madre!  #MexicanDesmotherPalMundial
"
2354,0,"Dónde quedó esa Venezuela a la que solo le preocupaban las armas, los asesinatos y las putas? 
"
2355,0,"Sí soy serio y callado, no es porque sea tímido o mamón, es que al chile todos me caen de la puta verga.
"
2356,0,"Ay por favor, la tradición del Rotoplás de agua loca era norma desde que yo era estudiante, y miren que eso no fue…
"
2357,1,"Me Caga las chavas tontas diciendo que mueren por el #iPhoneX y ni siquiera han acabado la prepa.
"
2358,0," ""PERFECT PUTOS ME LA LLEVÉ SIN REPLICA"" - ACZINO. (Guarden el twit) #BatallaDeLosGallos
"
2359,0,"Yo tengo de todo yo tengo y vivo tranquilo cabron
"
2360,0,"Siempre se la he querido mamar y que me coja un wey con perforación en el pene
"
2361,0,"Oigan ya, ya no quiero estar gorda. :(
"
2362,1,"No, pendeja, no eres guapa. Son los filtros y las ganas de coger de los cabrones que te dicen que lo estás.
"
2363,1,"Redactan con el culo, parecen retardados, ni una puta pregunta pueden formular, ¿no fueron a la primaria o qué verga les pasa?
"
2364,0," ""Sonríele a todos, no es necesario que todos sepan que te pelan la verga.""
"
2365,0,"Como buena gorda, espero el episodio de #MasteChefMx
"
2366,0,"la etapa en la que te empieza a valer verga la vida
"
2367,0,"En pareja no deben existir secretos, así la hayas cagado, es mejor estar con la mente tranquila de que le contaste la verdad así le pierdas.
"
2368,0,"Karminaa golosa putita fácil para hoy....llama y prueba
"
2369,1,"Súbale más a sus bocinas para ver si asi se le REVIENTAN ALA VERGA Y YA NO PUEDA PONER SU MUGREO VIEJO PENDEJO
"
2370,0,"Y como todos los años mi cumpleaños ya empezó a valer verga.
"
2371,0,"Que tu mesera se de cuenta que eres una gorda y te haga recomendaciones de platillos gordos enamora!! ❤
"
2372,0,"Me estoy intoxicando o que putas vergas? 😭😭😭😭 estoy a punto de morir de dolor no mameeeeees
"
2373,0,"Ojalá venga pronto la MUERTE DE MADURO!!!! ;) putos!!! :)
"
2374,0,"@USUARIO Jaja, el nuevo iwatch es doctor, reloj, teléfono y mamá luchona al mismo tiempo
"
2375,0,"@USUARIO Al final era una luchona... ella no quería pero sólo eso le quedó
"
2376,0,"Amigo, déjame decirte que si no se lo chingaban, igual su fama iba a valer verga en máximo dos años. Abrazo.
"
2377,1,"Verga. ""Dybala es un inflado"", dice @USUARIO que además se pone necio de que sabe más que Hugo Sánchez y Jared... pinche terco.
"
2378,0,"Es que no me gustan los putos emojis en un Android. Verga ya que se actualicen.
"
2379,1,"Amigos hasta para ser “joto” se necesitan huevos, y un chingo.
"
2380,0,"A huevo puta madre.. ARRIBA LA MÁQUINA CARAJO!!
"
2381,0,"Nmms están sp feas las historias de miami
"
2382,1,"Como me dan ganas de darte cachetas con mi verga en esa carita de puta😏😈🔥💦😍😍😍
"
2383,0,"Madre del Alto Manhattan demanda arresto conductor atropelló hija,
"
2384,1,"Por que los putos @USUARIO de gdl, nunca quieren entrar a los putos estacionamientos, pinche mal servicio.
"
2385,0,"Yo por eso me dormi a las 11, me va a llevar la verga de igual forma, pero al menos estoy descansado 🤷🏻‍♂️🙈
"
2386,0,"MI VERGA VA A REVENTAR MI SHORT 🍆🍆  eso de estar bultoso hace que me miren el paquete por la calle  ..👍👍 DALE RT
"
2387,0,"Una vez a mis papás se les olvidó recogerme de la escuela, no sé con qué putas ganas espero que alguien me quiera.
"
2388,0,"Parecemos pandas porque somos cachetonas, ¿ya? Paren de mamar.
"
2389,0," @USUARIO Aunque tengo un chingo de miedo con esa @USUARIO Está muy cabrona. #MaeYoungClassic
"
2390,0,"Limonada de fresa con vodka, el trago más marica que verán este día. Este día hasta ahora. 😚
"
2391,1,"y no me importan lo que digan esos putos periodistas #EliminatoriasCONMEBOL 
"
2392,0,"Vamos a beber el fin o qué pedo? Le digo al puñal de tu hermano y que se arme.
"
2393,0,"Los diseñadores del trabajo no valen verga, pinches diseños feos.
"
2394,1," @USUARIO Sabía, en menos de una hora regresarías, causó ese efecto, siempre los pendeja como tu regresan y caen 😂😂😂😂😂😂 prieta cachetona lo sabía 😂😂😂😂
"
2395,1,"@USUARIO eres goloso, medio camote adentro y quieres más, pues ahí te va mugroso pendejo <URL>
"
2396,0,"Comenta una frase típica de mama luchona.
"
2397,0,"RE SIIII!!!! POR QUÉ NACÍ TAN LOCA POR ELLOS Y A LA VEZ TAN LEJOS?
"
2398,0,"Qué piiiinches feas están las páginas de anime con subs en español.
"
2399,0,"Preparan monumental “agua loca” en un tinaco ¡y todo se sale de control!
"
2400,1,"Oye @USUARIO no le pierdes con el precio de tus boletos contra los putos del América?
"
2401,0,"¿Cómo hacer entender en el grupo de la familia que me cagan las putas cadenas de oración, imágenes de Piolin y videos ""chistosos""?
"
2402,0,"Wow esas chichotas para mamar y esa panochita nien abierta lista para penetrar
"
2403,1,"Una perra ardida ahora si muy vergas y en su momento otra loca ay que aprender a su perar mija pero sobretodo aceptar con huevos como dices
"
2404,0,"Semáforo rojo HDP 😡
"
2405,0,"Pensé que estaba comiendo como rehén por gorda, y pues no. Ya me va a bajar. #GraciasEva
"
2406,1,"MEMO BUFFON ZELADA CHILAVERT OCHOA ,HIJOS DE TODA SU CHINGADA MADRE
"
2407,0,"Ya no tengo dinero así que me voy a vender a los putos que siempre me han querido coger a ver si saco algo.
"
2408,0,"Si sobrevivo este fin de semana puedo decir que soy  luchona, profesionista, máster, madre padre y quita calenturas a la vez
"
2409,1,"Che maricon si hasta dijiste el viernes pago. Pero no hay pedo igual los vamos a chingar en copa quiero…
"
2410,0,"Consejo para toda la vida: siempre que vayas a un concierto y haya un telonero, no lo abuchees, ellos se rompieron la madre para estar ahí.
"
2411,0,"Si no es el segundo piso, es Ruo San Joaquin... ya estoy hasta la madre del tráfico!!!!
"
2412,0,"Mientras ustedes ven Club de Cuervos y Game of Thrones yo busco Floricienta online porque soy joto, y está bien.
"
2413,1,"¿Como es posible que mi cobro sea 3 veces mi renta mensual con un plan fijo @USUARIO Son unos putos ladrones.
"
2414,1,"oye Maricón, ¿por qué no pusiste la otra mejilla como buen putito católico?
"
2415,1," @USUARIO Con el alcohol hasta el mas macho tira golfas, afloja, cazalo o en una fiesta ponlo borracho y de que le sacas una mamada se la sacas
"
2416,0,"Ser delgada no te hace linda, y ser gorda no te hace fea.
"
2417,0,"Extraño poza, bueno a mi familia en si porque sales a comprar tu zacahuil y te matan a la verga :(
"
2418,0,"Esta lloviendo hasta su puta madre
"
2419,0,"Hoy es un día muy especial para una mujer hermosa y auténtica 😍.
"
2420,0,"A menos que seas joto, porque entonces ni entras siquiera!!!
"
2421,1,"Te burlaste de Tigres cuando lo botaron de copa, y públicas de nuevo juzgar?  Pinche joto!!!
"
2422,1,"El senador tiene sus prioridades😒. No lo molesten al hdp
"
2423,0,"Top cosas que quiero que le cuentes: 1. Que te conocí bailando. 2. Que soy mejor que él. 3. Que te traigo loca. 4. Que tú me quieres ver.
"
2424,1,"Cada vez que te stalkeo me dan ganas de cerrarte el hocico a vergazos. Por eso mejor te bloqueo, por el bien de los dos.
"
2425,1,"Si son muy pendejos los de la cafe teniendo un chingo de personas para atender y solo tienen 2 putas cajas registradoras
"
2426,0,"nuca faltan las imbeciladas, y siempre una marca grande cae como gorda en tobogan. Alguien se ha quedado sin chamba por el temblor.
"
2427,0,"@USUARIO no invoques a esa madre xfavor
"
2428,0,"Hoy mi outfit fue de licenciado/ papá... Padre que no vale verga y licenciado sin trabajo.
"
2429,1,"Apunten Pinches mocosas tontas..... #AméAlCura <URL>
"
2430,0,"Una semana sin prender mi computadora ósea una semana sin jugar videojuegos, me estoy mamando.
"
2431,1,"Pues tú y @USUARIO pueden ir a chingar a sus putas madres 
"
2432,1,"¡¡Tú estás fea, tú estás fea, heraclia, fea, heraclia, heraclia, tú y tu pinche madre y tu puta madre, fea, heraclia!!
"
2433,1,"Que hdp @USUARIO en lugar de colgarse de #NoFueTuCulpa háganse cargo y garanticen seguridad, con esos TYC apoyan la impunidad e inseguridad
"
2434,0,"Estoy hasta la verga de la disque graduación de la puta maestría, pura sacadera de dinero.
"
2435,1,"Fea, gorda, culera y mamona... ¡no puedes ser!. Tienes que ser amable.
"
2436,0,"Una esposa milf así con logita pero chichona y culona y pernuda a poco no quisieran una así <URL>
"
2437,0,"@USUARIO Chichona nalgona piernuda. Estás bien buena Sabrosa  Bonita 🌃 y sueña conmigo
"
2438,0,"La esquina de @USUARIO ... @USUARIO ,maestros de @USUARIO  no mamar invencible
"
2439,1,"Che, si el relator es de Allboys ponganlo a relatar a los putos de Floresta! Tremendo culo ardido el hijo de puta.
"
2440,0,"Laic si me veo gorda en esta foto (se ve bien rik): 666666 likes.
"
2441,1,"¿Te gusto? Dile la verdad al mundo maldito marica. Come pene cada vez que respires.
"
2442,1,"Que dice un funcionario del gabinete de chespeñito que es por que somos tarugos. Tarugos . . . si, por seguirlos aguantando, HDP's. 
"
2443,0,"Dksilos y rancho las prietas te invitan este 20 de septiembre, a la cosecha de ensilaje de 🌽🐮🚜 <URL>
"
2444,1,"Estoy segura que la gorda le quería dar la mordida a tu pastel 🤣🙊
"
2445,0,"Me siento culpable porque supere bien rápido por el wey que me mandó a la verga hace como una semana.
"
2446,0,"Qué putos nervios. No puedo dormir. Waaaaaaaaa. 😣😣😣😣😣😣😣😣😣
"
2447,1,"#SeLoCargoElPayaso A este le dijeron, síguele de payasito y te va a cargar la ching**da
"
2448,0," @USUARIO Está cabrón tengo una entrega mañana y por más que quiero concentrarme nomás no jaja ya mejor me voy a poner a ver porno...
"
2449,0,"Y hoy diplomado hasta las 9:00 pm y yo loca por irme a mi casa 😖
"
2450,0,"Hasta puñal tiene que usar fierro por no tener uno!
"
2451,0,"Es divertido que un meme andante te diga ""estás bien cagado"". 😂😂🤓
"
2452,0,"A mi también se me hace gorda...pero la riata.
"
2453,0,"pone temas buenos buena musica aunque sea forra no todos los putos dias rock nacional esta bueno pero cansaaa
"
2454,1,"Mi vecina me acaba de despertar con su música a todo volumen.  Ya se la cargó la verga.
"
2455,0,"como dice un dicho mexicano: ""El que ríe al último, rie mejor putos"" #NoEraPenal ahora pasa a ser…
"
2456,0,"Quién es esa loca que va bailando como loca en el tráfico?  🌟
"
2457,1,"A VER PUTOS EUROPEOS DE CAGADA SI NO QUIEREN JUGAR QUÉDENSE ALLA HIJOS DE PERRA.
"
2458,1,"putos asquerosos, que se la vayan a jalar con otra cosa.
"
2459,0,"Un wey quiso quitar la de Rock DJ afirmando que es para putos. I guess I'm puto then.
"
2460,0,"Superman, Superman, ya tu chica esta muy loca por meterse tanta coca 🔥🎶🎶
"
2461,0,"AMIKAS, mejor.  Mis fologüers masculinos no mandan nada, putos.
"
2462,1,"@USUARIO Que poca madre y los demás son hacer nada malditos hdp
"
2463,0,"@USUARIO Jajajaja esa madre ni era pase y lo convertí en un golazo
"
2464,0,"@USUARIO Si fuera china de billete tendría las cartas que quiero ❤❤ QoQ
"
2465,0,"Un mensaje para el amor de mi vida: ""Ya  me vales verga, mi amor"". Besos
"
2466,1,"Solo las mujeres los niños y los putos usan chanclas de pata de gallo... 😂
"
2467,0,"Que loca la Rogelia no queriendo compartir la chiluda #MasterChefMx
"
2468,1,"A huevo, me cagan los putos chilenos mierderos bosteros. Celebro enérgicamente.
"
2469,1,"Esto hdp están pidiendo a gritos que los mande a la mierda y me busque otra chamba 😂🤣
"
2470,0,"En un mundo paralelo a la verga lo carga el hombre.
"
2471,1,"¿Por qué las gordas que adelgazan se empiezan a vestir como vil putas?
"
2472,0,"A ver, a ver... Primeramente: ¿Quién les dio estas camionetas a la verga?
"
2473,0,"la amo un chingo amigos!!!! un puto chingooo!!!! qué belleza de guiones 😭😭😍 #HaltAndCatchFire
"
2474,0,"Ni siquiera bruno mars jala en una boda, pon las putas cumbias cabron!!!!!
"
2475,1,"Váyanse a la verga jajsjasjjaa yo quería ver dr house pero tienen razón igual veré dr house putos
"
2476,0,"@USUARIO 26.4 G o era 24.6 una madre así v:
"
2477,0,"me caga que de frente me veo súper ancha, de lado maybe me puedo ver delgada aveces pero de frente siempre me veo gorda
"
2478,1,"@USUARIO Chingas a tu putísima madre, Pedrito mailob. #MiércolesDeMentadas
"
2479,0,"Más vale prevenir que lamentar 😌 porque mamá luchona al 💯 <URL>
"
2480,0,"Ya valió verga se va a volver a inundar la cuidad horrible.
"
2481,0,"Quién es este cromañón y quiénes los otros dos mini cromañones festejándole su estupidez!
"
2482,0," @USUARIO Insisto @USUARIO demanda a quien te operó! Se ve más gorda! Y la cara toda deforme estaba mejor cuando no tenía cirugías!!!!
"
2483,0,"Como tu puta, haré TODO lo que me pidas 😌 #putita #QuieroVerga #sumisa #culosenlacalle #culoparatodos #puchita
"
2484,1,"Las niñas bonitas tambien pueden ser fodongas, pero @USUARIO , tu te pasas de madre 😒
"
2485,0,"Mi putito en tanga y en cuatro patas mamando mi verga 🍌🍑
"
2486,0,"Jamás te vayas a dormir triste o enojado, duerme con una sonrisa y ten en mente esto: “Valió madre este día, pero mañana será diferente”.
"
2487,0,"Es mejor ser de esas putas que nadie sabe que es puta pero si eres bien puta
"
2488,0,"Odio los días grises y con lluvia me deprimen cabrón 😡😡 <URL>
"
2489,1,"Cuando eres gorda solo te queda ser feminazi y que asco, mejor comer lechuga diario.
"
2490,1,"ya a la chingada putos hondureños no van a durar ni dos putos partidos en el mundial van a ver #PedaRumboARusia
"
2491,0,"#AguantoTodoMenos el no disfrutar de mi verga todos los días  ufff 😋😈 #MachoAlfa
"
2492,0,"Se llega a una edad en la que ya no se puede salir con gente tonta sin importar lo buenas o guapas que sean.
"
2493,0,"Está de la verga ser pobre. Ya no tengan hijos, no sean cabrones.
"
2494,0,"Nada como ir a dormir con el reconfortante sentimiento de que valgo pura verga
"
2495,0,"Levantarse a las 4:30 para despegar en 10 minutos está de la burger
"
2496,1,"#NoEsPosibleQue por pinche gorda y amargada nadie te quiera.
"
2497,1,"@USUARIO @USUARIO @USUARIO @USUARIO @USUARIO Q poca madre y la gente te valio rosario no pues el ser humano que eres sin como razón ni ahumada té quiso
"
2498,0,"@USUARIO No me gustaría ver desaparecer mi Berga en tu culo
"
2499,0,"Mira me voy a sobar pq como me desvelé como ayer a las putas 5:30 me cago en todo
"
2500,0,"Jeje Ni hablar mujer traes puñal Ni hablar mujer ,no me quieres perdonar 🎵
"
2501,0,"Dos putas horas parado, bajo el sol, me dieron un botellazo, y no hay nadie en SMR, puto domingo de mierda :,v
"
2502,0,"Lo mismo que 4 veces las becas de posgrado que otorgó el CONACYT en 2016... Puta madre!! <URL>
"
2503,1,"no mames pendejo hasta el Veracruz ha sido líder general para de mamar
"
2504,0,"Por nada es un placer, pensarás que estoy loca, pero ayer soñé con R.
"
2505,0,"Cuando te pones caliente en el salón y te vale verga Jaja
"
2506,0,"Ya que deje de llover chingada madre 😡
"
2507,1,"Esos hondureños ya me cayeron re gordos 😑 son re putos
"
2508,0,"Cuantas putas vueltas le tendré que dar al cargador de mi iPod con cinta para que sobreviva
"
2509,0,"Reseña del libro ""Memoria de mis putas tristes""  mi blog 
"
2510,1,"#PedaRumboAlMundial putos teatros los que hicieron los hondureños,no saben jugar pinches mierdas
"
2511,1,"Si te vas a ir mucho a la verga de mi lado, déjame igual de feliz a como estaba, yo me entregué en excelentes condiciones. pinche pendeja.😌
"
2512,0,"Me vale madre Keylor Navas, el  mejor portero de mi pais es @USUARIO y hoy, como de costumbre, fue figura.
"
2513,1,"Estaría bien que les cerraran el canal a todos por putos psicopata y miedosos
"
2514,0,"Es como si yo digo que para que traen a radiohead si da un chingo de hueva su música a mi parecer y no aportan ni madres. Obvio no
"
2515,1,"@USUARIO Haces gym para taparte el cuerpo con esas garras tan feas
"
2516,0,"Es mi snap y me vale verga lo que piensen los demas 🤷🏻‍♀️
"
2517,0,"Jajajajajaja para eso hay muchas putas allá afuera ☝🏼
"
2518,1,"Ah qué poca madre aretes y pestañas al perro, que las usen sus pinches dueñas pars ver si se les quita lo ignorante. <URL>
"
2519,0,"Mi mamá bromea conmigo... no sabia como decirme mamá luchona jajajajajajaja
"
2520,0,"¿Alguna vez han tenido ilusiones que son demasiado tontas como para morir? La ilusión se aferra a seguir viva ahí en la mente, en el kokoro.
"
2521,0,"Buenos días que les parece la verga de este #heteroengañado #hidrocalido Rt para más aportes de el
"
2522,0,"Oigan una duda chiquitita ¿para que quieren una relación SI NO LA VAN A PINCHES PUTAS VERGAS RESPETAR?
"
2523,0,"De loca me puse a limpiar mientras lavo la ropa y ahorita estoy exhausta y todavía no termino con la lavada. Creo que mañana acabo 😥
"
2524,0,"Vaia vaia 🤔🤔🤔 como se le puede llamar a esto?? 😍😍 Comenten
"
2525,1,"ESTOY ENOJADÍSIMO QUIÉN PUTAS PONE CLASES LOS SÁBADOS ME QUIERO CORTAR LOS HUEVOS ALV SON IDIOTAS O QUÉ
"
2526,0,"Ya valió verga, hoy no me dormiré temprano. #StillInTheOffice
"
2527,0,"Yo bien tonta gaste en suscribirme al canal + de BTS en V live pensando que tenía que hacerlo para ver el comeback 
"
2528,1,"Ese periodista mexicano André Marín es un hijo de 100.000 putas. Tipo más mierda.
"
2529,0,"#AlAire Hablamos vía telefónica con Ruffy González madre de dos ""dreamers"" sobre la cancelación del #DACA
"
2530,0,"Es como si estuviera hablando con Daniel, la puta madre 😢
"
2531,0,"[Video] El reto de ser madre y profesionista. ¿Cómo le haces? - #MujeresEmpoderadas
"
2532,1,"Wey ya dejen de ser tan pinches mamones y aprovechen las putas cosas que tienen.
"
2533,0,"y peor, aún hay mujeres que solapan las patanerías de sus bendiciones de 20 años, que se hacen de la vista gorda cuando maltrata a la novia
"
2534,0,"Tons no me alegues… ¿me gusta? No. ¿Voy a votar por otro? Tampoco. ¿Estoy defendiendo a ese tipo? Ni madre.
"
2535,0,"Me maman estos dudes que beben como putos vikingos y me regalan todo su varo ALV 🤑🤑🤑🤑🤑 #HootersMakesYouHappy
"
2536,1,"Ya lo sabemos que eres puñal, no tienes que reafirmarlo,
"
2537,0,"Me caga que pongan a un mancazo siempre en todos los putos gameplay trailers que veo
"
2538,0,"A mi hermano no le dice nada cuando reprueba todaas las putas materias y a mi me la caga por nada
"
2539,1,"#HoyMexicoDecide  mandar a la verga a @USUARIO por sus putas mamadas!!!
"
2540,0,"Alguien que me explique porque los hombres si se pueden llamar así se atreven a chiflar, mandar besos, silbar a una mujer de la nada 😡
"
2541,0,"RT pa más videos donde hombre #maduro #casado me da a mamar su verga mientras su señora e hijos no están en casa. #dominacion…
"
